No,G,N,E,O,A,C,T,RF,WHR,RHL,REF,REL,REH,RNO,RNL,RHO,RML,RTC,RJ1,RJ2,RJ3,RJ4,RUI,RBL,RBH,RWH,RWM,RMW,RMH,RNM,RNF,RMF
2015173206,1,-11,65,70,22,53,3,1.1068,2.0164,3.9636,0.48700000000000004,0.1853,0.0517,0.6307,0.3861,0.22,0.4551,0.2539,0.7798,0.6235,0.4402,0.2292,0.2188,0.1379,0.3443,2.7629,3.0727,0.3943,0.1222,0.2336,0.4871,0.2539
2015173222,1,31,84,27,14,43,2,1.0235,1.9985,2.8902,0.4658,0.1719,0.0609,0.499,0.3728,0.1818,0.4595,0.2791,0.8183,0.6362,0.4544,0.2499,0.2162,0.1174,0.3302,2.8784,2.4,0.3181,0.1163,0.2325,0.5348,0.2791
2015250010,1,26,34,12,25,36,5,1.0948,2.2002,2.7142,0.4491,0.1783,0.0719,0.5843,0.3455,0.1844,0.4756,0.3312,0.8808,0.7238,0.5131,0.2631,0.1637,0.1406,0.3377,2.6297,2.4838,0.3288,0.11599999999999999,0.2737,0.6201,0.3312
2015250105,1,50,68,46,-28,38,2,1.1208,2.1112,2.9217,0.4612,0.1781,0.0683,0.625,0.3865,0.2155,0.4514,0.3001,0.7931,0.6465,0.4655,0.2501,0.1649,0.1255,0.3506,3.1323,3.2836,0.3363,0.0971,0.2319,0.5322,0.3001
2015250115,1,-13,36,8,15,21,2,1.1708,2.0581,2.6306,0.4516,0.1827,0.0813,0.5196,0.4068,0.1805,0.442,0.2927,0.7921,0.639,0.4446,0.25,0.1871,0.142,0.3352,2.7637,4.4,0.3611,0.0813,0.2444,0.5368,0.2927
2015250127,1,19,4,11,29,75,5,1.1108,2.0522,3.0298,0.4419,0.1737,0.0637,0.5712,0.3692,0.1899,0.4572,0.2954,0.8155,0.6637,0.4646,0.2434,0.1974,0.1354,0.3297,2.7039999999999997,2.6239,0.3699,0.1338,0.2704,0.5729,0.2954
2015250131,1,64,52,26,61,34,1,1.1464,2.2416,2.5521,0.4169,0.1759,0.079,0.6021,0.3474,0.1824,0.4671,0.3131,0.8637,0.7122,0.5002,0.2575,0.1697,0.124,0.3336,3.0844,2.4807,0.3636,0.14,0.2431,0.5569,0.3131
2015250216,1,29,57,34,35,39,2,1.0263,1.8537,3.4688,0.4423,0.1806,0.0534,0.5354,0.3686,0.1923,0.4457,0.3037,0.7952,0.6667,0.4745,0.2567,0.1875,0.1406,0.3349,2.4438,2.3191,0.3333,0.1191,0.2775,0.5682,0.3037
2015250601,1,53,17,-1,38,40,1,1.0444,2.0087,2.8759,0.4681,0.1779,0.0646,0.5951,0.3511,0.2,0.455,0.2845,0.83,0.6937,0.4937,0.2596,0.198,0.1491,0.3384,2.3705,2.2321,0.3447,0.1334,0.2889,0.5822,0.2845
2015250826,1,53,-7,7,18,22,1,1.0829,2.3084,3.7613,0.4026,0.1706,0.0491,0.5223,0.3439,0.1659,0.4674,0.3497,0.8518,0.7023,0.4976,0.2645,0.1999,0.11900000000000001,0.3014,2.7428,2.5738,0.3236,0.1141,0.2363,0.5863,0.3497
2015250921,0,50,38,15,2,59,5,1.0312,2.0518,3.2055,0.4483,0.1667,0.0536,0.5994,0.3311,0.1925,0.4554,0.3311,0.8338,0.6797,0.4872,0.2692,0.1692,0.1353,0.3481,2.6534,2.3022,0.3459,0.132,0.2654,0.6096,0.3311
2015250930,1,4,44,41,6,61,5,1.0729,2.0791,3.5089,0.4568,0.1733,0.053,0.5185,0.3576,0.1728,0.4507,0.2914,0.8148,0.6666,0.4569,0.2349,0.2126,0.1192,0.3212,2.891,1.6667,0.2963,0.1589,0.2517,0.5563,0.2914
2016012212,1,68,20,10,37,8,1,1.1058,2.0657,2.3134,0.436,0.1618,0.0773,0.5159,0.3647,0.1701,0.4529,0.2822,0.8084,0.6593,0.4572,0.2446,0.2166,0.1014,0.3084,3.364,2.3636,0.3296,0.1293,0.2707,0.5527,0.2822
2016012216,1,5,30,52,35,35,3,1.0261,1.952,2.4141,0.4507,0.1798,0.0764,0.5341,0.3798,0.1977,0.4529,0.2786,0.8142,0.6659999999999999,0.4686,0.2466,0.1743,0.1486,0.3275,2.2622,2.3022,0.3455,0.1265,0.253,0.5442,0.2786
2016012218,0,18,36,23,13,66,5,1.1304,2.1698,3.534,0.4135,0.1546,0.0495,0.5935,0.348,0.1827,0.4495,0.3154,0.8082,0.6449,0.4619,0.2406,0.1975,0.1252,0.3126,2.8217,1.6429,0.2692,0.1522,0.272,0.5978,0.3154
2016012224,1,44,67,45,53,61,2,1.0,1.9231,4.0032,0.4211,0.1666,0.0416,0.46399999999999997,0.3686,0.1711,0.4532,0.2766,0.8026,0.6317,0.4344,0.2241,0.1864,0.1213,0.3161,2.6054,1.8289,0.3555,0.1584,0.2372,0.5263,0.2766
2016012228,1,43,13,42,37,49,5,1.1292,2.1112,3.6658,0.4661,0.1709,0.0526,0.6672,0.3732,0.2205,0.4389,0.3062,0.7712,0.6017,0.4237,0.2203,0.1903,0.1382,0.3449,2.8185,3.7131,0.4069,0.1057,0.2201,0.536,0.3062
2016012304,1,16,67,18,49,57,2,0.9884,1.8865,3.065,0.4706,0.1839,0.0593,0.5161,0.3605,0.1882,0.4419,0.2791,0.7768,0.6357,0.4355,0.2235,0.2206,0.1119,0.3123,2.7577,1.8571,0.3765,0.1628,0.2445,0.5466,0.2791
2016012321,1,20,27,23,36,42,5,1.083,2.037,3.8544,0.4764,0.1813,0.051,0.5335,0.3822,0.1883,0.4477,0.2993,0.8059,0.6528,0.4529,0.2411,0.168,0.1253,0.3502,3.0281,2.9418,0.34700000000000003,0.1083,0.2294,0.535,0.2993
2016013101,1,82,-8,-6,42,6,1,1.1114,2.1969,3.0351,0.4461,0.1641,0.0601,0.5608,0.3631,0.1832,0.4542,0.3008,0.8166,0.665,0.4737,0.2507,0.2511,0.1281,0.3042,2.6393,2.5117,0.3662,0.1374,0.23,0.5396,0.3008
2016013106,1,57,4,-14,12,19,1,1.1359,2.168,3.6327,0.4524,0.1717,0.0537,0.6214,0.3555,0.1945,0.4597,0.2705,0.8036,0.6509999999999999,0.4481,0.2284,0.1716,0.1252,0.348,3.1567,2.1961,0.3383,0.1444,0.2595,0.5392,0.2705
2016013116,1,-40,66,32,62,84,5,1.0793,2.0636,3.8685,0.4339,0.1706,0.0476,0.5412,0.3811,0.1911,0.4524,0.28600000000000003,0.8097,0.6621,0.4566,0.2357,0.2221,0.1279,0.3104,2.6191,3.4315,0.4118,0.1111,0.2221,0.5238,0.28600000000000003
2016013121,0,44,60,22,49,39,2,1.1036,2.2422,3.6742,0.4201,0.1469,0.0441,0.638,0.3235,0.187,0.4538,0.3385,0.8264,0.6929,0.5064,0.2798,0.1559,0.1699,0.3365,2.1863,1.9105,0.3076,0.147,0.2797,0.6329,0.3385
2016013228,1,9,26,40,29,40,3,1.0913,2.0479,3.7979,0.4274,0.1674,0.0481,0.5462,0.3746,0.1875,0.4462,0.2803,0.8022,0.6393,0.4518,0.2467,0.1991,0.1141,0.3145,3.0073,1.8769999999999998,0.3158,0.1493,0.2436,0.5331,0.2803
2016013328,1,14,42,63,59,68,5,1.1004,1.9863,3.0688,0.4663,0.1877,0.0673,0.5664,0.39399999999999996,0.2028,0.4515,0.2752,0.7837,0.6351,0.446,0.2433,0.1642,0.1242,0.36200000000000004,3.2076,2.1148,0.3041,0.1266,0.2455,0.5355,0.2752
2016013409,1,53,28,34,27,12,1,1.0322,2.0088,3.0577,0.4464,0.1824,0.0616,0.5279,0.3647,0.1865,0.446,0.3074,0.7875,0.6329,0.4418,0.2344,0.1626,0.1307,0.3373,2.6648,2.69,0.3731,0.1188,0.2335,0.5406,0.3074
2016014124,1,71,27,34,22,19,1,1.0692,2.0239,3.0067,0.4529,0.1769,0.0629,0.5514,0.365,0.1882,0.4474,0.2893,0.7764,0.6236,0.4353,0.2235,0.2322,0.1238,0.3185,2.7505,2.1837,0.3412,0.1384,0.2516,0.5534,0.2893
2016014126,1,8,34,17,24,70,5,1.0857,1.9319,3.0968,0.4266,0.1601,0.0561,0.4849,0.3824,0.1708,0.4512,0.2848,0.7953,0.6477,0.4431,0.2272,0.2172,0.1307,0.3086,2.5627,2.3,0.3067,0.1233,0.247,0.5317,0.2848
2016014220,1,16,38,27,27,58,5,1.0772,2.1392,2.9656,0.3897,0.1449,0.0526,0.5254,0.3591,0.1751,0.4524,0.3079,0.8251,0.682,0.4759,0.2537,0.1925,0.1462,0.3039,2.2398,2.4328,0.3333,0.1195,0.2567,0.5646,0.3079
2016015114,1,40,34,24,41,43,5,0.9715,1.944,3.7043,0.4263,0.1633,0.0428,0.5211,0.3571,0.1916,0.4707,0.3286,0.8673,0.7058,0.4997,0.2502,0.1634,0.1533,0.345,2.1859,3.0046,0.3235,0.0856,0.2426,0.5711,0.3286
2016015116,1,19,37,53,-3,47,3,0.9437,1.893,3.3754,0.4442,0.1788,0.05,0.5115,0.3422,0.1854,0.4743,0.3269,0.8782,0.7412,0.5317,0.282,0.1994,0.1156,0.32799999999999996,2.677,2.0663,0.3231,0.1216,0.2513,0.5855,0.3269
2016015121,1,10,33,37,22,54,5,1.0218,1.7776,3.0033,0.45299999999999996,0.1815,0.0618,0.5554,0.3931,0.2137,0.4252,0.2533,0.7436,0.5985,0.4189,0.2308,0.1961,0.1509,0.3388,2.2938,2.0625,0.3419,0.1397,0.2445,0.4978,0.2533
2016015218,1,75,-26,30,41,37,1,1.0201,1.8398,2.8572,0.4713,0.1777,0.0635,0.5639,0.3788,0.2094,0.4444,0.2621,0.79,0.6471,0.4569,0.2286,0.159,0.1328,0.3527,2.7095,2.0,0.3236,0.1359,0.2718,0.5437,0.2621
2016016102,1,18,33,10,34,69,5,1.1264,2.3159,3.3461,0.4213,0.1527,0.0514,0.5354,0.3546,0.1685,0.4617,0.3426,0.8209,0.6745,0.47200000000000003,0.2472,0.1884,0.142,0.3164,2.509,3.0,0.3596,0.1139,0.2408,0.596,0.3426
2016016109,1,29,77,57,40,54,2,1.1173,2.0929,2.6635,0.4447,0.18,0.0755,0.5008,0.3726,0.16699999999999998,0.4384,0.3106,0.7889,0.6445,0.4561,0.2447,0.1761,0.1307,0.3401,2.908,2.6019,0.3335,0.1241,0.2362,0.5468,0.3106
2016017112,1,52,61,26,45,67,5,0.9938,1.9071,2.9755,0.4346,0.1612,0.0538,0.4839,0.3668,0.1786,0.4468,0.2967,0.7977,0.6549,0.4643,0.2381,0.1999,0.1463,0.3119,2.1178,2.0,0.3095,0.1301,0.2366,0.5447,0.2967
2016017117,1,63,50,26,44,26,1,1.0565,2.116,3.123,0.4463,0.16,0.0541,0.514,0.3519,0.1712,0.4515,0.3151,0.8108,0.6482,0.4418,0.2257,0.1977,0.1198,0.3296,2.9057,2.4615,0.3511,0.1236,0.2284,0.5528,0.3151
2016017125,1,30,70,21,26,44,2,1.0547,2.2129,3.7972,0.4567,0.1652,0.0459,0.5952,0.3363,0.1898,0.4571,0.3459,0.8108,0.6555,0.4657,0.2415,0.1579,0.1257,0.345,2.8945,1.7205,0.3276,0.1639,0.2363,0.6005,0.3459
2016017214,1,37,66,47,36,52,2,1.1139,2.2857,2.5425,0.4387,0.1848,0.0809,0.6667,0.3409,0.204,0.4399,0.3182,0.7959999999999999,0.6338,0.429,0.2254,0.2051,0.1373,0.3189,2.5869,2.3393,0.3475,0.1364,0.2273,0.5682,0.3182
2016017219,1,34,31,6,37,37,4,1.0163,2.0645,3.6742,0.4376,0.1721,0.0476,0.5449,0.3496,0.1874,0.4829,0.3492,0.8907,0.7503,0.5312,0.2815,0.2353,0.1139,0.3081,2.7495,2.3333,0.3904,0.1429,0.2381,0.5873,0.3492
2016022315,0,33,45,20,23,34,2,1.0606,1.9659,3.9295,0.4599,0.1681,0.0454,0.6001,0.3613,0.2045,0.46,0.2953,0.8237,0.6705,0.4772,0.2501,0.1748,0.1378,0.3371,2.5943,2.208,0.3522,0.1446,0.278,0.5732,0.2953
2016022318,0,42,51,29,31,66,5,1.0457,2.0007,2.8072,0.4439,0.1754,0.0654,0.5926,0.3529,0.2,0.4566,0.3006,0.825,0.6876,0.4875,0.2628,0.1881,0.1472,0.3299,2.3438,2.2634,0.3625,0.1444,0.2614,0.5751,0.3006
2016022410,0,25,27,19,40,35,4,0.9621,1.9619,4.5138,0.4707,0.177,0.0377,0.5289,0.3584,0.1971,0.4512,0.3213,0.8235,0.6667,0.4902,0.2745,0.1778,0.2096,0.3675,1.6865,2.3333,0.3143,0.1132,0.2641,0.604,0.3213
2016023113,0,63,33,23,39,48,1,0.9716,1.8736,2.9155,0.4663,0.1723,0.0574,0.5226,0.3593,0.1933,0.4541,0.3102,0.8157,0.6809999999999999,0.496,0.2606,0.1839,0.1371,0.3378,2.3943,2.001,0.3281,0.1306,0.2699,0.5961,0.3102
2016023407,0,39,32,53,10,57,5,0.9620000000000001,1.8097,3.7198,0.4606,0.1713,0.0443,0.5,0.3797,0.1974,0.4448,0.2785,0.7896,0.6447,0.4607,0.2503,0.2097,0.1595,0.3241,1.9546,2.4444,0.3421,0.1139,0.2535,0.5318,0.2785
2016023425,1,43,23,11,40,22,1,1.0297,2.0015,4.3361,0.4616,0.1638,0.0389,0.6498,0.3458,0.2182,0.4422,0.3388,0.7979999999999999,0.6383,0.4455,0.2435,0.1951,0.1613,0.3691,2.3558,2.1832,0.3525,0.1385,0.252,0.5908,0.3388
2016023511,1,51,31,36,48,31,1,1.0782,1.9708,3.1278,0.4201,0.1693,0.0584,0.4996,0.3739,0.1733,0.4511,0.2734,0.7865,0.6399,0.44,0.22699999999999998,0.2372,0.1344,0.3051,2.447,2.5031,0.3202,0.115,0.24600000000000002,0.5191,0.2734
2016023512,0,43,44,10,28,49,5,1.0137,1.9218,2.5195,0.4532,0.1679,0.0676,0.52,0.3378,0.1733,0.4342,0.311,0.7874,0.6543,0.45399999999999996,0.2536,0.1509,0.1355,0.3401,2.5449,2.0025,0.3199,0.1351,0.2975,0.6221,0.311
2016023515,0,51,49,48,-19,15,1,1.012,1.8864,2.803,0.4589,0.1827,0.066,0.5333,0.3571,0.1882,0.4498,0.3216,0.8236,0.6942,0.4942,0.2706,0.1672,0.1307,0.3534,2.7374,2.502,0.3531,0.11900000000000001,0.28600000000000003,0.6076,0.3216
2016024116,0,6,99,34,49,61,2,1.0270000000000001,1.9311,3.81,0.4472,0.16699999999999998,0.045,0.6492,0.3606,0.2279,0.434,0.2887,0.7541,0.6139,0.4383,0.2455,0.1752,0.1273,0.3336,2.6907,1.8792,0.3161,0.1441,0.2521,0.5405,0.2887
2016024225,1,15,41,41,58,42,4,0.9551,2.099,3.5142,0.4435,0.1753,0.0476,0.5991,0.3028,0.19,0.4629,0.3644,0.807,0.6643,0.4743,0.2372,0.2155,0.1584,0.3267,1.9693,2.1122,0.3328,0.1215,0.2566,0.6357,0.3644
2016024232,1,51,76,48,35,42,2,1.0841,2.2430000000000003,4.5693,0.4502,0.1713,0.0406,0.6575,0.3436,0.2084,0.4632,0.3532,0.8335,0.6834,0.49200000000000005,0.2583,0.1866,0.1656,0.3343,2.1879,3.326,0.3918,0.1087,0.2354,0.5894,0.3532
2016025109,0,12,68,15,54,40,2,1.1001,2.0826,4.2916,0.4645,0.1835,0.047,0.6964,0.3671,0.2324,0.4641,0.3109,0.8282,0.6664,0.4745,0.2626,0.1954,0.1241,0.3332,2.9530000000000003,2.7083,0.4546,0.1558,0.2563,0.5667,0.3109
2016025220,0,26,31,30,16,25,2,1.0493,2.0506,3.2707,0.4173,0.1557,0.05,0.5,0.3498,0.1667,0.4302,0.3257,0.7396,0.6195,0.4292,0.2156,0.1815,0.1546,0.3257,2.2099,2.4375,0.2867,0.10300000000000001,0.2748,0.6001,0.3257
2016026111,0,-24,52,31,33,71,5,1.0929,2.0796,6.5382,0.4661,0.1715,0.0287,0.6242,0.3452,0.1972,0.4484,0.33,0.8149,0.6579,0.486,0.2506,0.1771,0.136,0.3423,2.7511,2.8284,0.3282,0.1014,0.3041,0.6206,0.33
2016026125,1,51,28,20,41,63,5,1.183,2.2129,3.2249,0.4246,0.1674,0.0614,0.5608,0.3851,0.1825,0.4547,0.2723,0.8175,0.6667,0.4685,0.24600000000000002,0.1847,0.1238,0.3357,3.2067,2.4286,0.3176,0.1314,0.2161,0.4977,0.2723
2016031111,1,33,-1,5,47,-3,4,1.048,2.0008,3.5189999999999997,0.4546,0.1614,0.0481,0.5354,0.3759,0.1921,0.4611,0.2821,0.8195,0.6787,0.4865,0.2561,0.2102,0.1321,0.3144,2.4945,2.1,0.3203,0.1342,0.2415,0.5369,0.2821
2016031112,1,49,1,1,30,41,1,1.0369,1.9674,2.5873,0.4383,0.1583,0.0634,0.5019,0.3629,0.1756,0.4325,0.2922,0.7896,0.6662,0.4732,0.2279,0.2445,0.1203,0.2995,2.5812,2.5055,0.2976,0.1087,0.2563,0.5664,0.2922
2016031204,1,-9,75,33,27,84,5,1.0225,2.0457,3.2968,0.4339,0.1697,0.0526,0.6125,0.3654,0.2189,0.4825,0.3067,0.8615,0.708,0.4964,0.263,0.1556,0.163,0.3368,2.1133,3.0664,0.3942,0.1119,0.2318,0.5385,0.3067
2016031205,1,11,-5,17,28,30,5,1.1429,2.1118,3.9531,0.4222,0.161,0.0466,0.5787,0.374,0.1894,0.4512,0.3053,0.7834,0.6369,0.4475,0.2324,0.1594,0.115,0.3417,3.3955,2.6888,0.3527,0.1282,0.2557,0.561,0.3053
2016031209,1,45,57,17,22,25,2,1.1106,2.0727,3.4595,0.426,0.1667,0.0535,0.649,0.3574,0.2088,0.4456,0.3192,0.8088,0.6697,0.4782,0.2608,0.1848,0.1016,0.3261,3.5636,2.6616,0.4,0.1452,0.2705,0.5897,0.3192
2016031211,1,21,36,24,57,37,4,1.0629,2.1172,3.1731,0.4227,0.1742,0.0584,0.5789,0.3671,0.2,0.4371,0.2707,0.7636,0.6181,0.4272,0.2181,0.2045,0.1318,0.3236,2.6089,1.685,0.3454,0.1836,0.2128,0.5414,0.2707
2016031214,0,31,37,4,28,45,5,1.0969,2.0789,3.0746,0.4018,0.1606,0.0573,0.5276,0.3691,0.1775,0.4556,0.2979,0.8128,0.6636,0.4672,0.2429,0.1711,0.1247,0.3183,2.8006,2.0833,0.2709,0.12300000000000001,0.2562,0.5538,0.2979
2016031216,0,51,35,22,41,55,5,1.0476,2.0,3.0507,0.4548,0.1684,0.0578,0.6364,0.3492,0.2121,0.4672,0.2698,0.8486,0.682,0.5002,0.2731,0.1861,0.1367,0.3335,2.5566,2.3333,0.3788,0.1429,0.2698,0.5397,0.2698
2016033117,,,,,,,,0.9548,1.8052,3.3416,0.4448,0.1586,0.0453,0.5199,0.3789,0.2063,0.4814,0.3037,0.8739,0.7164,0.5086,0.2709,0.2243,0.1259,0.3027,2.2951,2.5873,0.3495,0.1058,0.2422,0.5458,0.3037
2016033211,,,,,,,,1.1279,2.2228,3.917,0.3835,0.146,0.0421,0.509,0.3406,0.1537,0.4679,0.3415,0.8515,0.7079,0.505,0.2626,0.1756,0.1485,0.3091,2.3477,2.984,0.3315,0.1066,0.2628,0.5992,0.3415
2016033227,1,52,-3,20,52,68,5,1.1376,2.2596,3.3416,0.4194,0.1617,0.055,0.5263,0.3486,0.1613,0.4542,0.2936,0.8065,0.6613,0.4516,0.2258,0.2083,0.1026,0.3067,3.4007,2.2857,0.3065,0.1284,0.2385,0.5504,0.2936
2016034105,1,6,32,8,47,57,5,1.0303,2.0,3.1202,0.4194,0.1634,0.054000000000000006,0.5,0.3636,0.1765,0.4516,0.2879,0.8237,0.6619,0.4706,0.2358,0.2075,0.1372,0.3092,2.3217,2.1111,0.3382,0.1364,0.2273,0.5303,0.2879
2016034129,1,37,31,27,46,35,4,1.0612,2.0491,3.5839,0.4568,0.1689,0.05,0.5548,0.3733,0.1952,0.4664,0.2902,0.8431,0.7025,0.49200000000000005,0.2579,0.2166,0.1356,0.3254,2.5467,2.6088,0.3124,0.1079,0.2319,0.5226,0.2902
2016034214,0,42,20,26,40,17,1,1.0478,2.0021,3.0414,0.4697,0.187,0.0644,0.4778,0.3597,0.16399999999999998,0.4327,0.2816,0.7755,0.6115,0.4324,0.2093,0.1938,0.16699999999999998,0.34700000000000003,2.1773,1.8028,0.3433,0.1562,0.2812,0.5939,0.2816
2016034215,1,59,44,14,32,58,1,0.9885,1.8889,3.3153,0.47100000000000003,0.1754,0.0523,0.5625,0.3678,0.2093,0.4588,0.2991,0.8255,0.6861,0.5001,0.2677,0.1944,0.131,0.33899999999999997,2.557,2.1667,0.3606,0.1379,0.2414,0.5518,0.2991
2016035113,1,9,49,29,48,50,5,1.0644,2.0003,3.35,0.4137,0.1732,0.055,0.4737,0.3486,0.1551,0.449,0.2936,0.8275,0.6723,0.4654,0.2413,0.1777,0.1408,0.322,2.4346,1.9849,0.3108,0.1297,0.2575,0.5691,0.2936
2016035202,1,64,53,10,20,24,1,1.0332,2.0772,2.694,0.4344,0.1797,0.0689,0.5403,0.3573,0.1868,0.4607,0.3191,0.8222,0.682,0.4859,0.2431,0.2591,0.1168,0.2943,2.6025,2.2676,0.3925,0.1448,0.2325,0.5612,0.3191
2016035211,1,-8,55,29,42,54,2,1.0724,2.0881,3.9272,0.4536,0.1682,0.0459,0.5585,0.3875,0.2018,0.457,0.3158,0.8149,0.6637,0.462,0.2438,0.2108,0.1194,0.3168,2.845,2.5321,0.3444,0.1175,0.2164,0.5316,0.3158
2016035219,1,42,25,48,32,58,5,1.0306,2.0617,3.2775,0.4402,0.1742,0.0548,0.5428,0.3695,0.1946,0.4489,0.3384,0.8220000000000001,0.6879,0.4934,0.2392,0.1481,0.1569,0.3445,2.2639,3.3375,0.3594,0.0923,0.1999,0.5383,0.3384
2016035221,1,5,55,9,69,112,5,1.0769,2.2386,3.2125,0.4491,0.1639,0.0549,0.5625,0.3516,0.1837,0.4393,0.2857,0.7758,0.6122,0.4286,0.2245,0.2051,0.1369,0.317,2.4939,2.5714,0.4087,0.1538,0.1758,0.5274,0.2857
2016035223,1,53,34,24,27,38,1,1.0713,1.9047,3.1189,0.4251,0.1601,0.055,0.4995,0.39299999999999996,0.1832,0.4466,0.2855,0.7997,0.6499,0.4667,0.2504,0.2082,0.1262,0.3208,2.7233,2.8382,0.3498,0.1071,0.2498,0.5354,0.2855
2016035224,1,58,32,18,55,63,5,1.074,2.02,2.8815,0.4656,0.1846,0.0688,0.5278,0.3789,0.1862,0.4528,0.2739,0.7938,0.6371,0.4508,0.2254,0.2171,0.1108,0.3195,3.0972,1.9291,0.3431,0.1582,0.2528,0.5369,0.2739
2016035227,1,28,34,-10,28,63,5,1.0133,1.8455,2.5069999999999997,0.4528,0.1711,0.0691,0.4837,0.3973,0.1897,0.4467,0.2605,0.7839,0.6216,0.4462,0.2301,0.1905,0.168,0.354,2.1355,2.2222,0.3243,0.1232,0.2195,0.4937,0.2605
2016037104,0,27,-13,-11,33,68,5,1.0191,2.0581,3.7332,0.4527,0.1606,0.0438,0.5278,0.34600000000000003,0.1792,0.4668,0.3269,0.8676,0.7261,0.5187,0.2736,0.221,0.1415,0.318,2.2907,2.75,0.3679,0.1153,0.2314,0.5677,0.3269
2016037107,1,11,15,-7,61,74,5,1.1629,2.1755,3.6409,0.44,0.1738,0.0555,0.5417,0.3721,0.1733,0.4534,0.2946,0.8266,0.6799,0.4668,0.2533,0.1355,0.1417,0.3413,2.8012,3.2527,0.36,0.1096,0.2636,0.5583,0.2946
2016037116,1,-8,13,-7,31,59,5,1.0879,2.1908,3.0398,0.4486,0.1734,0.0621,0.6044,0.3535,0.1964,0.4424,0.3078,0.7943,0.649,0.4526,0.2306,0.2253,0.1072,0.3248,3.2947,2.2616,0.3502,0.1397,0.2423,0.5586,0.3078
2016037212,0,-57,60,47,35,72,5,1.0101,1.8313,3.5347,0.4747,0.16399999999999998,0.0469,0.5962,0.3818,0.2253,0.4654,0.2784,0.8284,0.6744,0.4803,0.2552,0.1829,0.13699999999999998,0.342,2.5208,2.9028,0.3888,0.1138,0.2679,0.5358,0.2784
2016037216,1,50,31,38,16,78,5,1.1352,2.1775,3.175,0.4288,0.1512,0.0541,0.5019,0.3608,0.1595,0.4503,0.2888,0.8094,0.6666,0.4605,0.2381,0.1632,0.126,0.3263,2.9396,2.5,0.2703,0.1081,0.2342,0.5408,0.2888
2016037227,1,48,12,12,22,9,1,1.0321,1.9484,3.5964,0.43200000000000005,0.1615,0.0464,0.5525,0.3693,0.1977,0.4515,0.2927,0.8142,0.654,0.4687,0.2466,0.1744,0.136,0.324,2.4582,2.694,0.384,0.1279,0.2574,0.5486,0.2927
2016039121,1,6,36,1,64,71,5,1.1581,2.2667,3.3475,0.4141,0.158,0.0547,0.5493,0.3623,0.1719,0.4676,0.3076,0.8437,0.6874,0.4843,0.25,0.1771,0.1326,0.3086,2.695,2.8462,0.336,0.1176,0.2533,0.5699,0.3076
2016039229,0,65,18,-1,50,44,1,1.0597,2.208,4.2754,0.4622,0.1708,0.0423,0.75,0.3199,0.2264,0.4546,0.3398,0.8309,0.6990000000000001,0.4908,0.2648,0.2045,0.1398,0.3336,2.5282,3.1667,0.415,0.1199,0.2799,0.6397,0.3398
2016041112,1,57,-18,-9,4,18,1,1.0593,2.1011,4.0069,0.4601,0.1907,0.0504,0.5734,0.3529,0.191,0.4612,0.3025,0.8408,0.6982,0.4921,0.2702,0.1887,0.1534,0.3426,2.3651,1.7778,0.3177,0.1513,0.2689,0.5882,0.3025
2016041116,1,42,81,15,60,36,2,1.0521,1.8776,2.6563,0.4441,0.184,0.0729,0.5013,0.3682,0.1754,0.4262,0.2896,0.775,0.6376,0.4626,0.2378,0.1363,0.1219,0.3584,3.0924,1.8205,0.3127,0.1447,0.2774,0.58,0.2896
2016041120,1,-3,79,50,33,76,2,1.1008,2.0982,3.7961,0.426,0.1543,0.0448,0.6213,0.3626,0.2046,0.4548,0.3249,0.8413,0.7046,0.5,0.2613,0.1624,0.1291,0.3253,2.7732,2.763,0.3521,0.1132,0.2624,0.5998,0.3249
2016041203,1,8,44,43,42,93,5,1.0308,1.8869,3.4061,0.4759,0.1892,0.0573,0.5455,0.4098,0.2169,0.4515,0.2611,0.7832,0.6265,0.4339,0.2289,0.2329,0.1186,0.3374,2.9321,2.2652,0.3737,0.1372,0.2115,0.4734,0.2611
2016041211,1,69,19,31,-23,12,1,0.9307,1.7838,3.4345,0.4552,0.1794,0.0486,0.5,0.3333,0.1791,0.4404,0.2917,0.8059999999999999,0.6566,0.4626,0.2388,0.2451,0.1318,0.3082,2.1756,2.8777,0.3883,0.1111,0.292,0.5835,0.2917
2016041312,1,84,38,38,45,37,1,1.0229,2.0036,2.7851,0.4215,0.1682,0.0618,0.5044,0.3541,0.1746,0.4523,0.3,0.8241,0.665,0.4654,0.2526,0.1947,0.149,0.3079,2.113,1.9105,0.3065,0.1358,0.2584,0.5718,0.3
2016041325,1,39,-1,20,-8,20,1,1.1489,2.3895,3.3475,0.4199,0.1544,0.053,0.659,0.3596,0.2062,0.4515,0.3337,0.8016,0.6569,0.4586,0.2371,0.2159,0.1213,0.3073,2.9107,2.7152,0.3515,0.1228,0.2017,0.544,0.3337
2016041425,1,58,27,23,49,30,1,0.9818,1.9049,2.7179,0.4568,0.1862,0.0673,0.5517,0.3515,0.1975,0.4394,0.304,0.7902,0.6667,0.4814,0.2595,0.2031,0.1407,0.3164,2.2074,2.3654,0.3705,0.1333,0.2669,0.5708,0.304
2016042410,1,44,50,-2,57,56,4,1.05,1.913,4.7576,0.4738,0.17,0.0375,0.5363,0.3806,0.1944,0.4508,0.2888,0.8127,0.6533,0.4584,0.2378,0.218,0.0995,0.3201,3.3791,2.5544,0.38,0.1307,0.251,0.5398,0.2888
